# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  4 02:38:59 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmax < 5
# CONSTRAINT:  and pl_bmassj > 0.36)
# CONSTRAINT:  order by pl_radj asc, pl_orbsmax desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rastr,ra,decstr,dec
HD 72659 b,HD 72659,2002,3549.00000000000,10.00000000000,-10.00000000000,0,4.6070000000,0.0390000000,-0.0390000000,0,13.20000000,,,0,1.17000000,,,0,2.98800000,2.58600000,-0.09800000,0,Mass,2.270000,,,0,0.239300,0.009800,-0.009800,0,,,,,,,,,77.58300,39.89800,-39.75500,0,G2 V,5929.00,61.00,-61.00,0,1.360000,0.060000,-0.060000,0,1.033000,0.025000,-0.025000,0,-0.0200,0.0600,-0.0600,0,[Fe/H],0.37397,0.01531,-0.01022,0,4.230000,0.140000,-0.140000,0,8.0000,1.0000,-1.0000,0,0.503322,0.129457,-0.108678,0,1.6000,0.9000,-0.9000,0,,,,,08h34m03.07s,128.5128072,-01d34m07.08s,-1.5686323
HD 13167 b,HD 13167,2018,2613.00000000000,17.00000000000,-17.00000000000,0,4.1000000000,0.3400000000,-0.3400000000,0,13.10000000,,,0,1.17000000,,,0,3.31000000,0.16000000,-0.16000000,0,Msini,2.570000,,,0,0.563000,0.033000,-0.033000,0,,,,,,,,,,,,,G3 V,5671.00,,,0,2.390000,,,0,1.350000,,,0,0.1900,0.1000,-0.1000,0,[M/H],0.96025,0.00434,-0.00439,0,3.720000,,,0,,,,,0.044956,0.010372,-0.010663,0,,,,,,,,,02h08m13.83s,32.0576350,-24d41m44.07s,-24.6955750
HD 112570 b,HD 112570,2023,2615.00000000000,85.00000000000,-77.00000000000,0,3.9000000000,0.1600000000,-0.1600000000,0,13.10000000,,,0,1.17000000,,,0,3.42000000,1.40000000,-0.84000000,0,Mass,2.660000,,,0,0.200000,0.160000,-0.140000,0,,,,,,,,,54.00000,23.00000,-19.00000,0,K0 III,4750.00,51.00,-51.00,0,9.850000,0.230000,-0.230000,0,1.150000,0.120000,-0.120000,0,-0.4000,0.0700,-0.0700,0,[Fe/H],1.64660,0.03183,-0.03435,0,2.510000,0.050000,-0.050000,0,5.4500,2.0600,-2.0600,0,,,,,,,,,,,,,12h57m07.78s,194.2824262,+46d10m35.63s,46.1765638
HD 18015 b,HD 18015,2018,2278.00000000000,71.00000000000,-71.00000000000,0,3.8700000000,0.3200000000,-0.3200000000,0,13.10000000,,,0,1.17000000,,,0,3.30000000,0.68000000,-0.41000000,0,Mass,2.560000,,,0,0.148000,0.061000,-0.061000,0,,,,,,,,,69.00000,14.00000,-19.00000,0,G6 IV,5603.00,,,0,3.130000,,,0,1.490000,,,0,-0.1400,0.0100,-0.0100,0,[Fe/H],0.97380,0.00379,-0.00382,0,3.640000,,,0,,,,,,,,,4.0000,,,0,,,,,02h53m27.27s,43.3636339,-08d50m52.94s,-8.8480392
HD 37605 c,HD 37605,2012,2720.00000000000,15.00000000000,-15.00000000000,0,3.7400000000,0.2100000000,-0.2100000000,0,13.10000000,,,0,1.17000000,,,0,3.19000000,0.38000000,-0.38000000,0,Msini,2.480000,,,0,0.030000,0.012000,-0.012000,0,,,,,,,,,,,,,K0,5329.00,,,0,0.910000,0.050000,-0.050000,0,0.940000,0.150000,-0.150000,0,0.2700,,,0,[Fe/H],-0.22000,0.05000,-0.05000,0,4.511000,0.024000,-0.024000,0,5.6500,3.4200,-3.4200,0,1.367928,0.332564,-0.234649,0,1.0000,,,1,,,,,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116
HD 108202 b,HD 108202,2023,2990.00000000000,54.00000000000,-51.00000000000,0,3.7000000000,0.1000000000,-0.1000000000,0,13.10000000,,,0,1.17000000,,,0,3.00000000,0.70000000,-0.50000000,0,Mass,2.330000,,,0,0.520000,0.040000,-0.030000,0,,,,,,,,,56.00000,19.00000,-13.00000,0,K4/5 V,4556.03,105.26,-136.80,0,0.663550,0.057404,-0.044626,0,0.740000,0.040000,-0.040000,0,0.3048,0.0127,-0.0127,0,[M/H],-0.76721,0.02109,-0.01871,0,4.651650,0.088948,-0.102161,0,6.5000,4.0000,-4.0000,0,3.474376,1.104488,-0.890818,0,,,,,,,,,12h25m50.72s,186.4613189,-01d06m39.32s,-1.1109233
GJ 463 b,GJ 463,2022,3459.00000000000,22.00000000000,-22.00000000000,0,3.5300000000,0.0370000000,-0.0380000000,0,13.10000000,,,0,1.17000000,,,0,3.40000000,0.30000000,-0.30000000,0,Mass,2.640000,,,0,0.146000,0.014000,-0.015000,0,,,,,,,,,152.00000,2.00000,-3.00000,0,M3.0 V,3563.00,28.00,-28.00,0,0.483000,0.008000,-0.008000,0,0.486000,0.014000,-0.014000,0,-0.1600,0.1000,-0.1000,0,[Fe/H],-1.52293,0.09355,-0.11939,0,4.860000,0.070000,-0.070000,0,,,,,6.231305,0.285228,-0.285228,0,2.0000,,,1,32.90000,1.10000,-1.10000,0,12h22m58.57s,185.7440496,+64d01m56.75s,64.0324311
HD 95089 c,HD 95089,2018,1785.00000000000,32.00000000000,-32.00000000000,0,3.3300000000,0.3100000000,-0.3100000000,0,13.10000000,,,0,1.17000000,,,0,3.45000000,0.14000000,-0.14000000,0,Msini,2.680000,,,0,0.284000,0.042000,-0.042000,0,,,,,,,,,,,,,G8/K0 IV,4918.00,,,0,5.080000,,,0,1.540000,,,0,0.0500,0.0300,-0.0300,0,[Fe/H],1.13033,0.01579,-0.01639,0,3.240000,,,0,2.5000,0.9000,-0.9000,0,,,,,1.7100,0.2400,-0.2400,0,,,,,10h58m47.70s,164.6987480,+01d43m44.43s,1.7290087
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,2022,,,,,3.2900000000,4.1500000000,-2.5200000000,0,13.10000000,,,0,1.17000000,,,0,3.43000000,1.83000000,-1.17000000,0,Mass,2.660000,,,0,,,,,,,,,,,,,,,,,G,,,,,,,,,0.920000,0.490000,-0.320000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h45m37.44s,266.4060000,-24d26m50.2s,-24.4472778
HD 142245 b,HD 142245,2011,1299.00000000000,48.00000000000,-48.00000000000,0,2.7800000000,0.0900000000,-0.0900000000,0,13.10000000,,,0,1.17000000,,,0,3.07000000,0.42000000,-0.42000000,0,Msini,2.390000,,,0,0.000000,,,0,,,,,,,,,,,,,K0,4922.00,13.00,-13.00,0,4.630000,0.160000,-0.160000,0,3.500000,0.470000,-0.470000,0,0.1700,,,0,[Fe/H],1.13033,0.01579,-0.01639,0,3.650000,0.050000,-0.050000,0,2.3000,0.3000,-0.3000,0,,,,,2.6600,0.5000,-0.5000,0,,,,,15h52m56.22s,238.2342443,+15d25m50.20s,15.4306118
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,2021,,,,,2.7300000000,0.4000000000,-0.5300000000,0,13.10000000,,,0,1.17000000,,,0,3.02000000,2.43000000,-1.81000000,0,Mass,2.350000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.450000,0.360000,-0.270000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h35m51.42s,263.9642500,-29d35m09.10s,-29.5858611
KMT-2023-BLG-0466L b,KMT-2023-BLG-0466L,2026,,,,,2.6800000000,0.4500000000,-0.6300000000,0,13.10000000,,,0,1.17000000,,,0,3.25000000,2.59000000,-2.03000000,0,Mass,2.520000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.440000,0.360000,-0.270000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18h02m26.40s,270.6100000,-33d00m10.69s,-33.0029694
HD 69123 b,HD 69123,2022,1193.30000000000,7.00000000000,-7.00000000000,0,2.4820000000,0.0100000000,-0.0100000000,0,13.10000000,,,0,1.17000000,,,0,3.09000000,0.62000000,-0.29000000,0,Mass,2.400000,,,0,0.190000,0.060000,-0.060000,0,,,,,,,,,70.00000,14.00000,-19.00000,0,K1 III,4842.00,41.00,-41.00,0,7.720000,0.150000,-0.150000,0,1.680000,0.090000,-0.090000,0,0.0500,0.0300,-0.0300,0,[Fe/H],1.46997,0.00831,-0.00847,0,2.860000,0.110000,-0.110000,0,,,,,,,,,,,,,,,,,08h14m13.20s,123.5549900,-35d29m23.73s,-35.4899246
Kepler-88 d,KOI-142,2020,1403.00000000000,14.00000000000,-14.00000000000,0,2.4663298660,,,0,13.10000000,,,0,1.17000000,,,0,3.05046460,0.16002437,-0.16002437,0,Msin(i)/sin(i),2.360000,,,0,0.410000,0.030000,-0.030000,0,,,,,,,,,89.00000,,,0,G6 V,5466.00,60.00,-60.00,0,0.897000,0.016000,-0.016000,0,0.990000,0.023000,-0.023000,0,0.2700,0.0600,-0.0600,0,[Fe/H],-0.16507,0.01476,-0.01359,0,4.528000,0.025000,-0.019000,0,1.6000,1.4000,-1.4000,0,1.340000,0.040000,-0.050000,0,1.8000,0.5000,-0.5000,0,,,,,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130
KMT-2022-BLG-1551L b,KMT-2022-BLG-1551L,2026,,,,,2.2900000000,0.3000000000,-0.4400000000,0,13.20000000,,,0,1.17000000,,,0,2.96000000,1.71000000,-1.53000000,0,Mass,2.250000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.540000,0.310000,-0.280000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h41m00.90s,265.2537500,-27d33m06.77s,-27.5518806
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,2022,,,,,2.1800000000,0.5800000000,-0.7200000000,0,13.10000000,,,0,1.17000000,,,0,3.26000000,0.83000000,-0.58000000,0,Mass,2.530000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.420000,0.340000,-0.230000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h33m51.66s,263.4652500,-24d48m37.3s,-24.8103611
81 Cet b,81 Cet,2008,1005.57000000000,1.84000000000,-1.94000000000,0,2.1040000000,0.0030000000,-0.0030000000,0,13.10000000,,,0,1.17000000,,,0,3.30700000,0.07800000,-0.06700000,0,Msini,2.570000,,,0,0.037000,0.015000,-0.025000,0,,,,,,,,,,,,,G5 III,4734.00,,,0,11.210000,0.810000,-0.350000,0,1.230000,0.300000,-0.250000,0,-0.1100,0.1000,-0.0600,0,[Fe/H],1.76027,0.05934,-0.04061,0,2.410000,0.070000,-0.060000,0,,,,,,,,,1.8000,,,0,,,,,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607
HD 18742 b,HD 18742,2011,766.00000000000,25.00000000000,-25.00000000000,0,1.8200000000,0.1400000000,-0.1400000000,0,13.10000000,,,0,1.17000000,,,0,3.40000000,1.20000000,-1.20000000,0,Msini,2.640000,,,0,0.040000,0.035000,-0.035000,0,,,,,,,,,,,,,G8/K0 IV,4940.00,,,0,5.130000,,,0,1.360000,,,0,-0.0400,0.0300,-0.0300,0,[Fe/H],1.14301,0.01535,-0.01591,0,3.090000,,,0,2.3000,0.5000,-0.5000,0,,,,,2.9800,0.5000,-0.5000,0,,,,,03h00m10.63s,45.0443115,-20d48m09.73s,-20.8027024
HD 203387 b,HD 203387,2022,512.53520000000,7.53525000000,-8.15674000000,0,1.7710000000,0.0560000000,-0.0620000000,0,13.10000000,,,0,1.17000000,,,0,3.48000000,0.58900000,-0.53100000,0,Msini,2.700000,,,0,0.732000,0.049000,-0.049000,0,,,,,,,,,,,,,,5174.32,23.92,-23.92,0,10.585200,,,0,2.817000,0.271000,-0.271000,0,0.0500,0.0500,-0.0500,0,[M/H],1.86000,,,0,,,,,,,,,,,,,,,,,,,,,21h22m14.83s,320.5617820,-16d50m04.28s,-16.8345229
V0391 Peg b,V0391 Peg,2007,1170.00000000000,44.00000000000,-44.00000000000,0,1.7000000000,0.1000000000,-0.1000000000,0,13.10000000,,,0,1.17000000,,,0,3.20000000,0.70000000,-0.70000000,0,Msini,2.490000,,,0,0.000000,,,0,,,,,,,,,,,,,sdBV,29300.00,500.00,-500.00,0,0.230000,0.030000,-0.030000,0,0.500000,0.050000,-0.050000,0,,,,,,1.43287,0.12561,-0.17744,0,5.400000,0.100000,-0.100000,0,10.0000,,,-1,80.391397,24.461896,-24.461896,0,0.0990,0.0120,-0.0120,0,,,,,22h04m12.10s,331.0504119,+26d25m07.76s,26.4188227
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,2016,,,,,1.6000000000,1.3000000000,-0.7000000000,0,13.10000000,,,0,1.17000000,,,0,3.40000000,3.70000000,-1.60000000,0,Mass,2.690000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.300000,0.340000,-0.140000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18h00m44.24s,270.1843330,-28d39m39.2s,-28.6608889
HD 183263 b,HD 183263,2004,624.87404000000,0.25370000000,-0.26179000000,0,1.4600000000,0.0600000000,-0.0650000000,0,13.10000000,,,0,1.17000000,,,0,3.47100000,0.28900000,-0.30400000,0,Msini,2.700000,,,0,0.383000,0.007000,-0.007000,0,,,,,,,,,90.00000,39.00000,-41.00000,0,G2 IV,5948.00,27.00,-27.00,0,1.230000,0.020000,-0.020000,0,1.060000,0.136000,-0.136000,0,0.2776,0.0625,-0.0625,0,[Fe/H],0.25025,0.01012,-0.01321,0,4.370000,0.010000,-0.010000,0,8.1300,,,0,0.694430,0.171672,-0.114438,0,1.6000,0.5000,-0.5000,0,,,,,19h28m24.55s,292.1022982,+08d21m28.51s,8.3579183
TYC 3318-01333-1 b,TYC 3318-01333-1,2018,562.00000000000,4.10000000000,-4.00000000000,0,1.4140000000,0.0630000000,-0.0630000000,0,13.10000000,,,0,1.17000000,,,0,3.42000000,0.35000000,-0.35000000,0,Msini,2.660000,,,0,0.098000,0.082000,-0.032000,0,,,,,,,,,,,,,,4776.00,10.00,-10.00,0,5.900000,1.000000,-1.000000,0,1.190000,0.140000,-0.140000,0,-0.0600,0.0600,-0.0600,0,[Fe/H],1.21000,0.11000,-0.11000,0,2.970000,0.040000,-0.040000,0,,,,,,,,,1.5000,0.7000,-0.7000,0,198.00000,126.00000,-126.00000,0,03h02m19.82s,45.5825716,+49d44m38.91s,49.7441421
HD 125612 b,HD 125612,2007,557.69994000000,0.68131000000,-0.69344000000,0,1.3490000000,0.0540000000,-0.0590000000,0,13.20000000,,,0,1.17000000,,,0,2.97400000,0.24500000,-0.25800000,0,Msini,2.260000,,,0,0.446000,0.011000,-0.011000,0,,,,,,,,,,,,,G3 V,5900.00,18.00,-18.00,0,1.070000,0.020000,-0.020000,0,1.050000,0.131000,-0.131000,0,0.2300,0.0140,-0.0140,0,[Fe/H],0.06000,0.06000,-0.06000,0,4.450000,0.020000,-0.020000,0,1.7700,1.2400,-1.2400,0,1.017477,0.236366,-0.155655,0,2.1000,0.5000,-0.5000,0,10.50000,,,0,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147
HD 153950 b,HD 153950,2008,499.39999000000,3.60000000000,-3.60000000000,0,1.2800000000,0.0200000000,-0.0200000000,0,13.20000000,,,0,1.17000000,,,0,2.95000000,0.29000000,-0.29000000,0,Msini,2.240000,,,0,0.340000,0.020000,-0.020000,0,,,,,,,,,,,,,F8 V,6124.00,81.00,-81.00,0,1.280000,0.040000,-0.040000,0,1.250000,0.180000,-0.180000,0,-0.0100,,,0,[Fe/H],0.34635,0.03204,-0.03460,0,4.320000,0.060000,-0.060000,0,4.3000,1.0000,-1.0000,0,0.617615,0.161312,-0.126752,0,5.0000,,,0,,,,,17h04m31.03s,256.1292826,-43d18m37.35s,-43.3103753
HD 109286 b,HD 109286,2021,520.10000000000,2.30000000000,-2.30000000000,0,1.2590000000,0.0210000000,-0.0220000000,0,13.20000000,,,0,1.17000000,,,0,2.99000000,0.15000000,-0.15000000,0,Msini,2.270000,,,0,0.338000,0.034000,-0.035000,0,0.7090,0.0610,-0.0580,0,259.40,5.50,-5.50,0,,,,,G4 V,5694.00,23.00,-23.00,0,1.089000,0.041000,-0.041000,0,0.980000,0.050000,-0.050000,0,0.0500,0.0200,-0.0200,0,[Fe/H],-0.08393,0.00944,-0.01292,0,4.440000,0.040000,-0.040000,0,,,,,1.703141,0.433107,-0.269185,0,3.8000,1.0000,-1.0000,0,,,,,12h33m35.00s,188.3958418,+07d16m51.26s,7.2809064
HD 221287 b,HD 221287,2007,456.10000000000,7.70000000000,-5.80000000000,0,1.2500000000,0.0400000000,-0.0400000000,0,13.10000000,,,0,1.17000000,,,0,3.09000000,0.79000000,-0.79000000,0,Msini,2.400000,,,0,0.080000,0.170000,-0.050000,0,,,,,,,,,,,,,F7 V,6304.00,45.00,-45.00,0,1.138640,0.039231,-0.046291,0,1.250000,0.100000,-0.100000,0,-0.0300,0.0500,-0.0500,0,[Fe/H],0.22011,,,0,4.430000,0.160000,-0.160000,0,1.3000,,,0,1.212855,0.224474,-0.278215,0,3.9200,,,0,,,,,23h31m20.69s,352.8362230,-58d12m35.11s,-58.2097540
HD 76920 b,HD 76920,2017,415.89100000000,0.04300000000,-0.03900000000,0,1.0910000000,0.0680000000,-0.0770000000,0,13.10000000,,,0,1.17000000,,,0,3.13000000,0.41000000,-0.43000000,0,Msini,2.430000,,,0,0.878200,0.002500,-0.002500,0,,,,,,,,,,,,,K1 III,4664.00,53.00,-53.00,0,8.330000,0.560000,-0.560000,0,1.000000,0.200000,-0.200000,0,-0.1900,0.0600,-0.0600,0,[Fe/H],1.46982,0.01873,-0.01498,0,2.710000,0.040000,-0.040000,0,5.2000,1.4000,-1.4000,0,0.002600,0.000400,-0.000400,0,2.5000,0.3000,-0.3000,0,,,,,08h55m16.88s,133.8203530,-67d15m55.30s,-67.2653621
HD 67087 b,HD 67087,2015,352.20000000000,1.70000000000,-1.60000000000,0,1.0800000000,0.0400000000,-0.0400000000,0,13.10000000,,,0,1.17000000,,,0,3.06000000,0.22000000,-0.20000000,0,Msini,2.380000,,,0,0.170000,0.070000,-0.070000,0,,,,,,,,,,,,,F8 V,6330.00,47.00,-47.00,0,1.550000,0.320000,-0.320000,0,1.360000,0.040000,-0.040000,0,0.2500,0.0400,-0.0400,0,[Fe/H],0.54000,0.08500,-0.11000,0,4.190000,0.060000,-0.060000,0,1.4500,0.5100,-0.5100,0,0.632179,0.115371,-0.159905,0,9.7000,0.5000,-0.5000,0,,,,,08h07m39.74s,121.9155672,+31d33m04.16s,31.5511553
WASP-41 c,WASP-41,2015,421.00000000000,2.00000000000,-2.00000000000,0,1.0700000000,0.0300000000,-0.0300000000,0,13.10000000,,,0,1.17000000,,,0,3.18000000,0.20000000,-0.20000000,0,Msini,2.470000,,,0,0.294000,0.024000,-0.024000,0,,,,,241.00,2.00,-2.00,0,,,,,,5545.00,33.00,-33.00,0,0.870000,0.030000,-0.030000,0,0.930000,0.070000,-0.070000,0,0.0600,0.0200,-0.0200,0,[Fe/H],-0.19512,0.00414,-0.00418,0,4.530000,0.020000,-0.020000,0,1.2000,1.1000,-0.2000,0,1.990000,0.070000,-0.070000,0,2.6400,0.2500,-0.2500,0,18.41000,0.05000,-0.05000,0,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176
HD 113337 b,HD 113337,2013,317.58639000000,1.62423000000,-1.43010000000,0,1.0220000000,0.0550000000,-0.0620000000,0,13.10000000,,,0,1.17000000,,,0,3.25900000,0.37700000,-0.40900000,0,Msini,2.530000,,,0,0.280000,0.036000,-0.041000,0,,,,,,,,,,,,,F6 V,6774.00,125.00,-125.00,0,1.500000,0.040000,-0.040000,0,1.410000,0.241000,-0.241000,0,0.0700,0.0200,-0.0200,0,[M/H],0.63246,0.02460,-0.02608,0,4.210000,0.080000,-0.080000,0,0.1500,0.1000,-0.0500,0,0.565188,0.154064,-0.114261,0,6.3000,1.0000,-1.0000,0,3.00000,1.00000,-1.00000,0,13h01m46.52s,195.4438496,+63d36m37.18s,63.6103280
HD 220842 b,HD 220842,2016,218.47000000000,0.19000000000,-0.19000000000,0,0.7400000000,0.0180000000,-0.0180000000,0,13.10000000,,,0,1.17000000,,,0,3.18000000,0.15000000,-0.15000000,0,Msini,2.470000,,,0,0.404000,0.009000,-0.009000,0,,,,,,,,,,,,,F8,5960.00,20.00,-20.00,0,1.416470,0.036777,-0.027026,0,1.130000,0.060000,-0.060000,0,-0.1700,0.0200,-0.0200,0,[Fe/H],0.35703,0.00164,-0.00164,0,4.240000,0.020000,-0.020000,0,,,,,0.518980,0.156791,-0.094899,0,3.4000,1.0000,-1.0000,0,,,,,23h26m36.82s,351.6534162,+56d53m13.71s,56.8871415
